1050	376	80	391	96	0
# HOLDING_LEFT
1051	56	80	71	96	0
1052	15	80	30	96	0
# WM_INTRO
1053	15	0	29	16	0
1054	35	0	49	16	0

# die 
1055	15	120	31	135	0


# =========RACOON MARIO ==================					
# IDLE_RIGHT					
1060	212	313	234	341	0
# IDLE_LEFT					
1061	173	313	195	341	0
# WALK_RIGHT					
1062	262	313	284	341	0
1063	291	313	313	341	0
# WALK_LEFT					
1064	122	313	144	341	0
1065	92	313	115	341	0
# JUMP_RIGHT					
1066	331	313	353	341	0
# JUMP_LEFT					
1067	52	313	74	341	0
# RUN_RIGHT					
1068	211	393	235	421	0
1069	251	393	275	421	0
1070	291	393	315	421	
# RUN_LEFT					
1071	171	393	195	421	0
1072	131	393	155	421	
1073	91	393	115	421	0
#STOP_RIGHT					
1074	215	352	231	382	0
#STOP_LEFT					
1075	175	352	191	382	0
#SIT_RIGHT					
1076	372	318	394	336	0
#SIT_LEFT					
1077	12	318	34	336	0
# FLY_RIGHT					
1078	291	473	315	500	0
1079	331	473	355	500	0
1080	371	473	395	500	0
# FLY_LEFT					
1081	91	473	115	500	0
1082	51	473	75	500	0
1083	11	473	35	500	0
# KICK_RIGHT					
1084	247	353	269	381	0
# KICK_LEFT					
1085	137	353	159	381	0
# ATTACK_RIGHT					
1086	236	313	259	341	0
1087	355	353	371	381	0
1088	147	313	170	341	0
1089	390	353	406	381	0
# ATTACK_LEFT					
1090	147	313	170	341	0
1091	35	353	51	381	0
1092	236	313	259	341	0
1093	0	353	16	381	0
# HOLDING_RIGHT					
1094	322	393	345	420	0
1095	351	393	374	420	0
1096	381	393	404	420	0
# HOLDING_LEFT					
1097	63	393	86	420	0
1098	33	393	56	420	
1099	2	393	25	420	0
# UP/DOWN (CHUI PIPE)					
1100	355	353	371	381	0
# FALLING_RIGHT
1063	291	313	313	341	0
1101	211	473	234	500	0
# FALLING_LEFT
1065	92	313	115	341	0
1102	172	473	195	500	0

# MARIO_TAIL_RIGHT
1110	88	18	97	24	1
1111	-1	-1	-1	-1	1
1112	145	18	154	24	1
1113	-1	-1	-1	-1	1

# MARIO_TAIL_LEFT
1114	14	16	23	22	1
1115	-1	-1	-1	-1	1
1116	43	17	52	23	1
1117	-1	-1	-1	-1	1


# ================ FIRE MARIO =================
# IDLE_RIGHT
1200	216	514	230	540	0
# IDLE_LEFT
1201	176	514	190	540	0
# WALK_RIGHT
1202	255	514	271	540	0
1203	295	514	311	540	0
# WALK_LEFT
1204	135	514	151	540	0
1205	95	514	111	540	0
# JUMP_RIGHT
1206	335	514	351	540	0
# JUMP_LEFT
1207	55	514	71	540	0
# RUN_RIGHT
1208	213	594	232	621	0
1209	253	594	272	621	0
1210	293	594	312	621	0
# RUN_LEFT
1211	174	594	193	621	0
1212	134	594	153	621	0
1213	94	594	113	621	0
#STOP_RIGHT
1214	215	553	231	581	0
#STOP_LEFT
1215	175	553	191	581	0
#SIT_RIGHT
1216	376	518	390	536	0
#SIT_LEFT
1217	16	518	30	536	0
# FLY_RIGHT
1218	333	634	352	660	0
# FLY_LEFT
1219	54	634	73	660	0
# KICK_RIGHT
1220	252	553	273	580	0
# KICK_LEFT
1221	133	553	154	580	0
# ATTACK_RIGHT
1222	366	633	380	660	0
1223	386	633	400	660	0
# ATTACK_LEFT
1224	26	633	40	660	0
1225	6	633	20	660	0
# IDLE AND HOLD RIGHT
1226	331	593	346	620	0
# IDLE AND HOLD LEFT
1227	61	593	76	620	0
# WALK AND HOLD RIGHT
1228	356	593	371	620	0
1229	380	594	395	620	0
# WALK AND HOLD LEFT
1230	35	593	50	620	0
1231	35	594	50	620	0
# UP/DOWN (CHUI PIPE)
1232	375	553	390	580	0
# FALLING_RIGHT
1233	295	514	311	540	0
# FALLING_LEFT
1234	95	514	111	540	0




# ============ GROUND ==============
4000	224	30	240	46	21

# ============ NOMAL BRICK ================
4001	224	30	240	46	21

# ========= QUESTION BRICK =================
# ACTIVE
4002	127	30	143	46	21
4003	146	30	162	46	21
4004	166	30	182	46	21
4005	185	30	201	46	21
# BROKEN
4006	205	30	221	46	21

# =========== GLASS BRICK =================
#ACTIVE
4007	244	30	260	46	21
4008	263	30	279	46	21
4009	282	30	298	46	21
4010	301	30	317	46	21

# BROKEN
4006	205	30	221	46	21

# =========== MUSIC BRICK ================= 
4011	127	50	143	66	21
4012	146	50	162	66	21
4013	165	50	181	66	21


# ============== PIPE ============== 					
# LONG PIPE					
4020	5	28	37	76	21
# SHORT PIPE					
4021	201	415	233	447	21
# BLACK PIPE					
4022	433	223	465	255	21


# ITEM 5000
# ===============  BUTTON_P =================
# ACTIVE
5000	418	8	434	24	21
5001	440	8	456	24	21
# INACTIVE
5002	462	17	478	24	21

# ===============  COIN =================
5003	167	7	181	23	21
5004	186	7	189	23	21
5005	201	7	207	23	21
5006	212	7	222	23	21
5007	227	7	241	23	21

# ============  MUSHROOM ==============
# RED
5009	248	7	264	23	21
# GREEN
5010	268	7	284	23	21
# =============== SUPER LEAF ===============
5011	308	9	324	23	21
5012	287	9	303	23	21

# ===============BULLET ===============
#RIGHT
5030	128	217	136	225	10
5031	139	217	147	225	10
5032	150	217	158	225	10
5033	161	217	169	225	10

#LEFT
5034	128	232	136	240	10
5035	139	232	147	240	10
5036	150	232	158	240	10
5037	161	232	169	240	10




# =============  ENDING SCENE ===========
# FRAME
5020	63	152	89	178	21
# STAR_END
5021	94	159	108	173	21
# FLOWER_END
5022	112	159	128	174	21

# MUSHROOM_RED - 5009

# ======================DYNAMIC ENEMY ======================
# ========== GOOMBA ============== 
# ========= YELLOW GOOMBA ==========
# WALK AND FLY (LEVEL_2)
3001	229	0	249	24	10
3002	253	0	273	24	10
3003	279	5	299	24	10
3004	303	5	323	24	10

# WALKING
3005	3	7	19	23	10
3006	26	7	42	23	10

#DIE
3007	48	14	64	23	10

#DIE_BY_WEAPON
3008	241	40	257	56	10

# ============= RED GOOMBA ===========
# WALK AND FLY (LEVEL_2)
3009	70	0	90	24	10
3010	94	0	114	24	10
3011	120	5	140	24	10
3012	144	5	164	24	10

#DIE_BY_WEAPON
3013	285	40	305	64	10

# WALKING (LEVEL_1)
3014	168	8	184	24	10
3015	189	8	205	24	10

#DIE_NORMAL
3016	16	9	32	24	10

#DIE_BY_WEAPON
3017	265	40	281	56	10


# ========== KOOPA  ============== 
# ======== RED KOOPA ============
# WALKING RIGHT
3020	40	29	56	56	10
3021	59	30	75	56	10
# WALKING LEFT
3022	20	29	36	56	10
3023	1	30	17	56	10

# SHELL_UP_IDLE
3024	181	39	197	55	10
# SHELL_UP_RUN
3025	200	40	216	56	10
3026	220	40	236	56	10

#  SHELL_UP_ALIVE_ACTIVE
3027	159	39	177	55	10

# SHELL_DOWN_IDLE
3028	99	41	115	57	10
# SHELL_DOWN_RUN
3029	118	40	134	56	10
3030	138	40	154	56	10
# SHELL_DOWN_ALIVE_ACTIVE
3031	77	41	95	57	10

# ================ GREEN KOOPA ==================
# FLYING RIGHT
3050	107	98	123	125	10
3051	86	99	102	126	10
3052	65	98	81	125	10
# FLYING LEFT
3053	1	98	17	125	10
3054	22	99	38	126	10
3055	43	98	59	125	10
# WALKING RIGHT
3056	40	64	56	91	10
3057	59	64	75	91	10
# WALKING LEFT
3058	20	64	36	91	10
3059	1	64	17	91	10
# SHELL_DOWN_IDLe
3064	98	74	114	90	10
# SHELL_UP_IDLE -> isInverse = true
3060	181	74	197	90	10
# SHELL_DOWN_RUN
3065	119	73	135	89	10
3066	140	73	156	89	10
# SHELL_UP_RUN -> isInverse = true
3061	202	75	218	91	10
3062	223	75	239	91	10
# SHELL_DOWN_SHAKING
3067	76	74	92	90	10
# SHELL_UP_SHAKING -> isInverse = true
3063	159	74	175	90	10


# ========== NINJA  ==============
# WALKING_RIGHT
3080	171	135	187	159	10
3081	195	135	211	159	10
# WALKING_LEFT
3082	25	135	41	159	10
3083	1	135	17	159	10
#DIE
3084	221	135	237	159	10

#BOOMERANG_RIGHT
3085	130	167	145	183	10
3086	150	167	166	183	10
3087	130	189	145	205	10
3088	150	189	166	205	10
#BOOMERANG_RIGHT
3089	198	167	213	183	10
3090	177	167	193	183	10
3091	177	189	193	205	10
3092	198	189	213	205	10


# ============== PLANT =======================
# PIRANHA_FLOWER
3070	3	5	19	28	11
3071	22	4	38	28	11
# FIRE_FLOWER
# RED
RED_RIGHT_DOWN
3072	124	39	140	71	11
3073	107	39	123	71	11
RED_RIGHT_UP
3074	90	39	106	71	11
3075	73	39	89	71	11

RED_LEFT_DOWN
3076	3	39	19	71	11
3077	20	39	36	71	11

RED_LEFT_UP
3078	37	39	53	71	11
3079	54	39	70	71	11

#GREEN
GREEN_RIGHT_DOWN
3080	164	4	180	28	11
3081	147	4	163	28	11

GREEN_RIGHT_UP
3082	130	4	146	28	11
3083	113	4	129	28	11

GREEN_LEFT_DOWN
3084	42	4	58	28	11
3085	59	4	75	28	11

GREEN_LEFT_UP
3086	76	4	92	28	11
3087	93	4	109	28	11

#=================HUD=====================
#board
2101	3	3	235	31	56
#background
2102	0	0	400	32	57
#=============NUMBER======================
# num 0
2110	33	32	41	39	56
# num 1
2111	43	32	51	39	56
# num 2
2112	53	32	61	39	56
# num 3
2113	63	32	71	39	56
# num 4
2114	73	32	81	39	56
# num 5
2115	83	32	91	39	56
# num 6
2116	93	32	101	39	56
# num 7
2117	103	32	111	39	56
# num 8
2118	113	32	121	39	56
# num 9
2119	123	32	131	39	56

#=============SPEED BAR===================
# speed_0
2120	2	2	66	9	58
# speed_1
2121	2	11	66	18	58
# speed_2
2122	2	20	66	27	58
# speed_3
2123	2	29	66	36	58
# speed_4
2124	2	38	66	45	58
# speed_5
2125	2	47	66	54	58
# speed_6
2126	2	56	66	63	58
# speed_7
2127	2	65	66	72	58
#=======BLACK AND WHITE ITEM IN BOX======
# star
2130	239	39	255	55	56
# mushroom
2131	191	39	207	55	56
# flower
2132	215	39	231	55	56
# empty
2133	167	39	183	55	56


#============== MAP-1-1 ====================
1	0	0	16	16	10000
2	16	0	32	16	10000
3	32	0	48	16	10000
4	48	0	64	16	10000
5	64	0	80	16	10000
6	80	0	96	16	10000
7	96	0	112	16	10000
8	112	0	128	16	10000
9	128	0	144	16	10000
10	144	0	160	16	10000
11	160	0	176	16	10000
12	0	16	16	32	10000
13	16	16	32	32	10000
14	32	16	48	32	10000
15	48	16	64	32	10000
16	64	16	80	32	10000
17	80	16	96	32	10000
18	96	16	112	32	10000
19	112	16	128	32	10000
20	128	16	144	32	10000
21	144	16	160	32	10000
22	160	16	176	32	10000
23	0	32	16	48	10000
24	16	32	32	48	10000
25	32	32	48	48	10000
26	48	32	64	48	10000
27	64	32	80	48	10000
28	80	32	96	48	10000
29	96	32	112	48	10000
30	112	32	128	48	10000
31	128	32	144	48	10000
32	144	32	160	48	10000
33	160	32	176	48	10000
34	0	48	16	64	10000
35	16	48	32	64	10000
36	32	48	48	64	10000
37	48	48	64	64	10000
38	64	48	80	64	10000
39	80	48	96	64	10000
40	96	48	112	64	10000
41	112	48	128	64	10000
42	128	48	144	64	10000
43	144	48	160	64	10000
44	160	48	176	64	10000
45	0	64	16	80	10000
46	16	64	32	80	10000
47	32	64	48	80	10000
48	48	64	64	80	10000
49	64	64	80	80	10000
50	80	64	96	80	10000
51	96	64	112	80	10000
52	112	64	128	80	10000
53	128	64	144	80	10000
54	144	64	160	80	10000
55	160	64	176	80	10000
56	0	80	16	96	10000
57	16	80	32	96	10000
58	32	80	48	96	10000
59	48	80	64	96	10000
60	64	80	80	96	10000
61	80	80	96	96	10000
62	96	80	112	96	10000
63	112	80	128	96	10000
64	128	80	144	96	10000
65	144	80	160	96	10000
66	160	80	176	96	10000
67	0	96	16	112	10000
68	16	96	32	112	10000
69	32	96	48	112	10000
70	48	96	64	112	10000
71	64	96	80	112	10000
72	80	96	96	112	10000
73	96	96	112	112	10000
74	112	96	128	112	10000
75	128	96	144	112	10000
76	144	96	160	112	10000
77	160	96	176	112	10000
78	0	112	16	128	10000
79	16	112	32	128	10000
80	32	112	48	128	10000
81	48	112	64	128	10000
82	64	112	80	128	10000
83	80	112	96	128	10000
84	96	112	112	128	10000
85	112	112	128	128	10000
86	128	112	144	128	10000
87	144	112	160	128	10000
88	160	112	176	128	10000
89	0	128	16	144	10000
90	16	128	32	144	10000
91	32	128	48	144	10000
92	48	128	64	144	10000
93	64	128	80	144	10000
94	80	128	96	144	10000
95	96	128	112	144	10000
96	112	128	128	144	10000
97	128	128	144	144	10000
98	144	128	160	144	10000
99	160	128	176	144	10000

#map_id	matrix_path	width	height
[MAPS]
10000	map\matrix-map1-1.txt	3360	432	2832	3360

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==================== BIG MARIO ===================
# IDLE_RIGHT
1	1000	100
# IDLE_LEFT
2	1001	100
# WALK_RIGHT
3	1000	100	1002	100	1003	100
# WALK_LEFT
4	1001	100	1004	100	1005	100
# JUMP_RIGHT
5	1006	100
# JUMP_LEFT
6	1007	100
# RUN_RIGHT
7	1008	20	1009	20	1010	20
# RUN_LEFT
8	1011	20	1012	20	1013	20
#STOP_RIGHT
9	1014	100
#STOP_LEFT
10	1015	100
#SIT_RIGHT
11	1016	100
#SIT_LEFT
12	1017	100
# JUMP_AS_FLY_RIGHT
13	1018	100
# JUMP_AS_FLY_LEFT
14	1019	100
# KICK_RIGHT
15	1020	100
# KICK_LEFT
16	1021	100
# UP/DOWN (CHUI PIPE)
17	1022	100
# IDLE_HOLDING_RIGHT
18	1023	100
# IDLE_HOLDING_RIGHT
19	1026	100
# WALK_HOLDING_RIGHT
20	1024	100	1025	100
# WALK_HOLDING_LEFT
21	1027	100	1028	100
MARIO_ANI_BIG_ON_AIR_HOLDING_RIGHT
22	1025	100
MARIO_ANI_BIG_ON_AIR_HOLDING_LEFT
23	1028	100
MARIO_ANI_BIG_FALLING_RIGHT
24	1003	100
MARIO_ANI_BIG_FALLING_LEFT
25	1005	100

# ==================== SMALL MARIO ===================
# IDLE_RIGHT
30	1030	100
# IDLE_LEFT
31	1031	100
# WALK_RIGHT
32	1030	100	1032	100
# WALK_LEFT
33	1031	100	1033	100
# JUMP_RIGHT
34	1034	100
# JUMP_LEFT
35	1035	100
# RUN_RIGHT
36	1036	100	1037	100
# RUN_LEFT
37	1038	100	1039	100
#STOP_RIGHT
38	1040	100
#STOP_LEFT
39	1041	100
#SIT_RIGHT
40	1042	100
#SIT_LEFT
41	1043	100
# JUMP_HIGH_RIGHT
42	1044	100
# JUMP_HIGH_LEFT
43	1045	100
# KICK_RIGHT
44	1046	100
# KICK_LEFT
45	1047	100
# UP/DOWN (CHUI PIPE)
46	1048	100
# IDLE_HOLDING_RIGHT
47	1049	100
# IDLE_HOLDING_LEFT
48	1051	100
# WALKING_HOLDING_RIGHT
49	1049	100	1050	100
# WALKING_HOLDING_LEFT
50	1051	100	1052	100
MARIO_ANI_BIG_ON_AIR_HOLDING_RIGHT
51	1050	100
MARIO_ANI_BIG_ON_AIR_HOLDING_LEFT
52	1052	100
MARIO_ANI_BIG_FALLING_RIGHT
53	1032	100
MARIO_ANI_BIG_FALLING_LEFT
54	1033	100
# WM_INTRO
55	1053	100	1054	100
# MARIO_DIE
56	1055	100

# ====================  RACOON MARIO ===================
# IDLE_RIGHT		
60	1060	100
# IDLE_LEFT
61	1061	100
# WALK_RIGHT
62	1060	100	1062	100	1063	100
# WALK_LEFT
63	1061	100	1064	100	1065	100
# JUMP_RIGHT
64	1066	100
# JUMP_LEFT
65	1067	100
# RUN_RIGHT
66	1068	50	1069	50	1070	50
# RUN_LEFT
67	1071	50	1072	50	1073	50
#STOP_RIGHT
68	1074	100
#STOP_LEFT
69	1075	100
#SIT_RIGHT
70	1076	100
#SIT_LEFT
71	1077	100
# FLY_RIGHT
72	1078	50	1079	50	1080	50	1078	50
# FLY_LEFT
73	1081	50	1082	50	1083	50	1081	50
# KICK_RIGHT
74	1084	100
# KICK_LEFT
75	1085	100
# ATTACK_RIGHT
76	1086	100	1087	100	1088	100	1089	100
# ATTACK_LEFT
77	1090	100	1091	100	1092	100	1093	100
# IDLE_HOLDING_RIGHT
78	1094	100
# IDLE_HOLDING_LEFT
79	1097	100
# WALK_HOLDING_RIGHT
80	1094	100	1095	100	1096	100
# WALK_HOLDING_LEFT
81	1097	100	1095	100	1096	100
MARIO_ANI_BIG_ON_AIR_HOLDING_RIGHT
82	1096	100
MARIO_ANI_BIG_ON_AIR_HOLDING_LEFT
83	1099	100
MARIO_ANI_BIG_FALLING_RIGHT
84	1063	100	1101	200
MARIO_ANI_BIG_FALLING_LEFT
85	1065	100	1102	200
# UP/DOWN (CHUI PIPE)
86	1100	100

# MARIO_TAIL_RIGHT
150	1110	101	1111	100	1112	100	1113	100

# MARIO_TAIL_LEFT
151	1114	100	1115	100	1116	100	1117	100


# =============== FIRE MARIO ===========================
# FIRE MARIO
# IDLE_RIGHT
90	1200	100
# IDLE_LEFT
91	1201	100
# WALK_RIGHT
92	1202	100	1203	100
# WALK_LEFT
93	1204	100	1205	100
# JUMP_RIGHT
94	1206	100
# JUMP_LEFT
95	1207	100
# RUN_RIGHT
96	1208	100	1209	100	1210	100
# RUN_LEFT
97	1211	100	1212	100	1213	100
#STOP_RIGHT
98	1214	100
#STOP_LEFT
99	1215	100
#SIT_RIGHT
100	1216	100
#SIT_LEFT
101	1217	100
# FLY_RIGHT
102	1218	100
# FLY_LEFT
103	1219	100
# KICK_RIGHT
104	1220	100
# KICK_LEFT
105	1221	100
# ATTACK_RIGHT
106	1222	100	1223	100
# ATTACK_LEFT
107	1224	100	1225	100
# IDLE_HOLDING_RIGHT
108	1226	100
# IDLE_HOLDING_LEFT
109	1227	100
# WALK_HOLDING_RIGHT
110	1228	100	1229	100
# WALK_HOLDING_LEFT
111	1230	100	1231	100
# UP/DOWN (PIPE)
112	1232	100
MARIO_ANI_BIG_FALLING_RIGHT
113	1233	100
MARIO_ANI_BIG_FALLING_LEFT
114	1234	100


# ==== NORMAL BRICK =========
600	4000	100

# ==== QUESTION MARK BRICK =========		
# ACTIVE
602	4002	100	4003	100	4004	100	4005	100

# BROKEN
603	4006	1000

# ==== GLASS BRICK =========
# ACTIVE
604	4007	100	4008	100	4009	100	4010	100
# BROKEN
603	4006	1000

# ============ MUSIC BRICK ================
605	4011	100	4012	100	4013	100


# ============== PIPE ============== 		
# LONG PIPE		
610	4020	100
# SHORT PIPE		
611	4021	100
# BLACK PIPE		
612	4022	100


# ITEM 500
# ===============  P_SWITCH =================
# ON
500	5000	100	5001	100
# OFF
501	5002	100
# ===============  COIN =================
502	5003	20	5004	20	5005	20	5006	20	5007	20
# ============  MUSHROOM ==============
# RED
503	5009	100
# GREEN
504	5010	100
# =============== SUPER LEAF ===============
#RIGHT
505	5011	100
#LEFT
506	5012	100

# ===============BULLET ===============
#RIGHT
507	5030	100	5031	100	5032	100	5033	100
#LEFT
508	5034	100	5035	100	5036	100	5037	100
# =============  ENDING SCENE ===========

# STAR_END
509	5021	100
# FLOWER_END
510	5022	100
# MUSHROOM_RED - 5009
503	5009	100


# ==== GOOMBA  =========
# YELLOW GOOMBA
#WALKING AND FLY
701	3001	100	3002	100	3003	100	3004	100

# walk
702	3005	100	3006	100

# die
703	3007	100

#DIE_BY_WEAPON
704	3008	100


# RED GOOMBA
#WALKING AND FLY
705	3009	100	3010	100	3011	100	3012	100

#DIE_BY_WEAPON
706	3013	100

# WALKING (LEVEL_1)
707	3014	100	3015	100

#die
708	3016	100

#DIE_BY_WEAPON
709	3017	100


# ========== KOOPA  ============== 
# ======== RED KOOPA ============
# WALKING RIGHT
710	3020	100	3021	100
# WALKING LEFT
711	3022	100	3023	100
# SHELL_DOWN_IDLE
712	3028	100
# SHELL_UP_IDLE -> isInverse = true
713	3024	100
# SHELL_DOWN_RUN
714	3029	100	3028	100	3030	100
# SHELL_UP_RUN -> isInverse = true
715	3025	100	3024	100	3026	100
# SHELL_DOWN_SHAKING
716	3028	50	3031	50	3028	50	3031	50
# SHELL_UP_SHAKING -> isInverse = true
717	3027	50	3024	50	3027	50	3024	50

# ================ GREEN KOOPA ==================
# FLYING RIGHT
719	3050	100	3051	100	3052	100
# FLYING LEFT
720	3053	100	3054	100	3055	100
# WALKING RIGHT
721	3056	100	3057	100
# WALKING LEFT
722	3058	100	3059	100
# SHELL_DOWN_IDLE
723	3064	100
# SHELL_UP_IDLE -> isInverse = true
724	3060	100
# SHELL_DOWN_RUN
725	3065	100	3064	100	3066	100
# SHELL_UP_RUN -> isInverse = true
726	3061	100	3060	100	3062	100
# SHELL_DOWN_SHAKING
727	3067	50	3064	50	3067	50	3064	50
# SHELL_UP_SHAKING -> isInverse = true
728	3063	50	3060	50	3063	50	3060	50

# ================ NINJA ==================
# WALKING_RIGHT
750	3080	100	3081	100
# WALKING_LEFT
751	3082	100	3083	100
# DIE
752	3084	100
#BOOMERANG_RIGHT
753	3085	100	3086	100	3087	100	3088	100
#BOOMERANG_RIGHT
754	3089	100	3090	100	3091	100	3092	100

# ================PLANT ==================
# PIRANHA_FLOWER
740	3070	200	3071	200

# FIRE_FLOWER
# RED
RED_RIGHT_DOWN
741	3072	100	3073	100
RED_RIGHT_UP
742	3074	100	3075	100
RED_LEFT_DOWN
743	3076	100	3077	100
RED_LEFT_UP
744	3078	100	3079	100

#GREEN
GREEN_RIGHT_DOWN
745	3080	100	3081	100
GREEN_RIGHT_UP
746	3082	100	3083	100
GREEN_LEFT_DOWN
747	3084	100	3085	100
GREEN_LEFT_UP
748	3086	100	3087	100


#===========HUD========	
1101	2101	100
# ======== POWER STATE ========
# tier_0
1120	2120	100
# tier_1
1121	2121	100
# tier_2
1122	2122	100
# tier_3
1123	2123	100
# tier_4
1124	2124	100
# tier_5
1125	2125	100
# tier_6
1126	2126	100
# tier_7
1127	2127	150	2126	150

# ====== BLACK AND WHITE ITEM IN BOX ======
# normal star
1130	2130	100
# flicker star
1131	2130	350	2133	150
# nomal mushroom
1132	2131	100
# flicker mushroom
1133	2131	350	2133	150
# flower
1134	2132	100
# flicker flower
1135	2132	350	2133	150



#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114
# MARIO TAIL 
2	76	77	

# GROUND (INVISIBLE)
20	600

# QUESTION MARK BRICK 
22	602	603
# GLASS BRICK 
23	604	603
# MUSIC BRICK
24	605
# PIPE
25	610	611	612

# ITEM	la_r	la_l	red mushroom	#green_m	
30	505	506	503	504
#P_SWITCH
31	500	501
#COIN
32	502

# GOOMBA
3	701	702	703	704	705	706	707	708	709

# KOOPA_RED
4	710	711	712	713	714	715	716	717
# KOOPA_GREEN
5	719	720	721	722	723	724	725	726	727	728

# PIRANHA_FLOWER
6	740
# FIRE_FLOWER_RED
7	741	742	743	744
# FIRE_FLOWER_GREEN
8	745	746	747	748
#BULLET
9	507	508

#=================HUD===============
1101	1101
#SPEED BAR
1121	1120	1121	1122	1123	1124	1125	1126	1127
#CARD
#1130	1130	1131	1132	1133	1134	1135
1130	1130	1132	1134



[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Ground, 10 = Goomba, 3= PIPE 4 = Brick, 12=piranha
# 	13=fireflower, Koopa=11

# MARIO
0	0	0	1	0	1	14	15

# GOOMBA
# type	x	y	ani_set_id	type	isWing	t	b	l	r
10	320	400	3	1	0	4	5	2	3
10	608	400	3	1	0	3	5	4	5
10	1030	370	3	1	0	3	4	8	9
10	930	370	3	2	1	3	5	7	8

# KOOPA
# type	x	y	ani_set_id	typeKoopa	isWing	t	b	l	r
11	450	380	4	1	0	3	5	3	4
11	580	340	5	0	0	3	4	4	5
11	1473	380	4	1	0	3	5	11	12
11	1373	200	4	1	1	2	3	10	11
11	2112	340	5	0	0	3	4	16	17

#  PIRANHA_PLANT
# type	x	y	ani_set_id	t	b	l	r
12	1800	385	6	4	5	14	15
 # VENUS_FIRE_TRAP
# type	x	y	ani_set_id	type	t	b	l	r
13	360	369	7	0	3	5	2	3
13	1864	369	8	1	3	5	14	15

#type 	x	y	ani	brick_type	ItemType	int count	t	b	l	r
# QUESTION BRICK
1	192	352	22	2	2	1	3	4	1	2
1	176	352	22	2	2	1	3	4	1	2
1	224	304	22	2	2	1	3	4	1	2
1	240	304	22	2	1	1	3	4	1	2

1	432	304	22	2	2	1	3	4	3	4
1	656	384	22	2	1	1	4	5	5	6
1	704	347	22	2	2	1	3	4	5	6
